step,intersection_id,vehicle_count,queue_length,waiting_time,average_speed,congestion_level
34,node_1_0,4,0,0.0,12.49,0
34,node_1_1,5,0,0.0,12.02,0
35,node_0_0,9,0,0.0,13.11,0
35,node_0_1,4,0,0.0,13.23,0
35,node_1_0,4,0,0.0,12.53,0
35,node_1_1,5,0,0.0,11.93,0
36,node_0_0,10,0,0.0,12.96,0
36,node_0_1,4,0,0.0,13.06,0
36,node_1_0,4,0,0.0,12.89,0
36,node_1_1,5,0,0.0,12.14,0
37,node_0_0,10,0,0.0,12.8,0
37,node_0_1,4,0,0.0,13.13,0
37,node_1_0,5,0,0.0,12.87,0
37,node_1_1,5,0,0.0,11.82,0
38,node_0_0,10,0,0.0,12.44,0
38,node_0_1,4,0,0.0,12.87,0
38,node_1_0,5,0,0.0,12.64,0
38,node_1_1,6,0,0.0,12.19,0
39,node_0_0,10,0,0.0,11.92,0
39,node_0_1,4,0,0.0,12.79,0
39,node_1_0,5,0,0.0,12.56,0
39,node_1_1,7,0,0.0,12.48,0
40,node_0_0,11,0,0.0,11.82,0
40,node_0_1,4,0,0.0,12.91,0
40,node_1_0,5,0,0.0,12.81,0
40,node_1_1,7,0,0.0,12.2,0
41,node_0_0,10,1,1.0,11.53,0
41,node_0_1,4,0,0.0,13.24,0
41,node_1_0,5,0,0.0,12.5,0
41,node_1_1,7,0,0.0,12.21,0
42,node_0_0,10,1,2.0,11.42,0
42,node_0_1,4,0,0.0,11.69,0
42,node_1_0,5,0,0.0,11.74,0
42,node_1_1,7,0,0.0,11.99,0
43,node_0_0,11,1,3.0,11.58,0
43,node_0_1,5,0,0.0,11.21,0
43,node_1_0,6,0,0.0,11.2,0
43,node_1_1,8,0,0.0,12.14,0
44,node_0_0,11,1,4.0,11.62,0
44,node_0_1,5,0,0.0,10.37,0
44,node_1_0,6,0,0.0,10.65,0
44,node_1_1,8,0,0.0,12.08,0
45,node_0_0,11,1,5.0,11.69,0
45,node_0_1,5,0,0.0,10.52,0
45,node_1_0,6,1,1.0,10.39,0
45,node_1_1,8,0,0.0,11.82,0
46,node_0_0,13,1,6.0,11.72,0
46,node_0_1,4,0,0.0,12.56,0
46,node_1_0,5,0,0.0,12.63,0
46,node_1_1,7,0,0.0,12.18,0
47,node_0_0,13,1,7.0,11.92,0
47,node_0_1,4,0,0.0,12.55,0
47,node_1_0,5,0,0.0,12.47,0
47,node_1_1,7,0,0.0,11.72,0
48,node_0_0,13,1,8.0,11.47,0
48,node_0_1,5,0,0.0,12.99,0
48,node_1_0,5,0,0.0,12.74,0
48,node_1_1,7,0,0.0,12.32,0
49,node_0_0,13,1,9.0,11.64,0
49,node_0_1,6,0,0.0,12.9,0
49,node_1_0,5,0,0.0,12.58,0
49,node_1_1,8,0,0.0,11.87,0
50,node_0_0,14,1,10.0,11.12,0
50,node_0_1,6,0,0.0,12.65,0
50,node_1_0,5,0,0.0,12.46,0
50,node_1_1,8,0,0.0,11.9,0
51,node_0_0,14,1,11.0,10.72,0
51,node_0_1,6,0,0.0,12.88,0
51,node_1_0,5,0,0.0,12.13,0
51,node_1_1,9,0,0.0,12.48,0
52,node_0_0,15,1,12.0,10.32,0
52,node_0_1,6,0,0.0,12.42,0
52,node_1_0,6,0,0.0,11.54,0
52,node_1_1,10,0,0.0,12.42,0
53,node_0_0,14,1,13.0,9.41,0
53,node_0_1,6,0,0.0,12.44,0
53,node_1_0,6,0,0.0,10.93,0
53,node_1_1,10,0,0.0,11.62,0
54,node_0_0,14,2,15.0,8.96,0
54,node_0_1,6,0,0.0,12.71,0
54,node_1_0,6,0,0.0,10.77,0
54,node_1_1,11,0,0.0,11.55,0
55,node_0_0,14,2,17.0,8.84,1
55,node_0_1,7,0,0.0,12.7,0
55,node_1_0,6,1,1.0,10.71,0
55,node_1_1,10,0,0.0,12.66,0
56,node_0_0,14,3,20.0,8.79,1
56,node_0_1,7,0,0.0,12.68,0
56,node_1_0,6,1,2.0,10.81,0
56,node_1_1,10,0,0.0,12.16,0
57,node_0_0,14,4,24.0,8.72,1
57,node_0_1,7,0,0.0,12.83,0
57,node_1_0,6,1,3.0,10.96,0
57,node_1_1,10,0,0.0,11.81,0
58,node_0_0,14,4,28.0,8.83,1
58,node_0_1,7,0,0.0,12.93,0
58,node_1_0,6,1,4.0,10.74,0
58,node_1_1,10,0,0.0,11.7,0
59,node_0_0,14,4,32.0,8.87,1
59,node_0_1,7,0,0.0,12.79,0
59,node_1_0,7,1,5.0,10.07,0
59,node_1_1,10,0,0.0,11.6,0
60,node_0_0,14,4,36.0,8.82,1
60,node_0_1,8,0,0.0,12.87,0
60,node_1_0,6,1,6.0,9.03,0
60,node_1_1,10,1,1.0,11.83,0
61,node_0_0,15,4,40.0,9.24,1
61,node_0_1,7,0,0.0,12.51,0
61,node_1_0,6,1,7.0,8.58,0
61,node_1_1,11,1,2.0,11.43,0
62,node_0_0,17,4,44.0,9.38,1
62,node_0_1,7,0,0.0,13.0,0
62,node_1_0,6,2,9.0,8.62,0
62,node_1_1,11,1,3.0,11.55,0
63,node_0_0,17,4,48.0,9.45,1
63,node_0_1,7,0,0.0,12.79,0
63,node_1_0,7,2,11.0,9.03,0
63,node_1_1,12,1,4.0,11.41,0
64,node_0_0,18,4,52.0,9.69,1
64,node_0_1,7,0,0.0,12.66,0
64,node_1_0,7,2,13.0,9.21,0
64,node_1_1,12,1,5.0,10.84,0
65,node_0_0,18,4,56.0,9.71,1
65,node_0_1,7,0,0.0,12.53,0
65,node_1_0,7,2,15.0,8.88,0
65,node_1_1,12,1,6.0,10.77,0
66,node_0_0,18,4,60.0,9.66,1
66,node_0_1,7,0,0.0,11.9,0
66,node_1_0,7,2,17.0,9.03,1
66,node_1_1,12,2,8.0,10.64,0
67,node_0_0,17,4,64.0,9.16,1
67,node_0_1,7,0,0.0,11.33,0
67,node_1_0,8,2,19.0,9.66,1
67,node_1_1,12,2,10.0,10.86,0
68,node_0_0,17,4,68.0,8.98,1
68,node_0_1,7,0,0.0,11.17,0
68,node_1_0,9,2,21.0,9.59,1
68,node_1_1,12,2,12.0,10.62,0
69,node_0_0,17,4,72.0,8.85,1
69,node_0_1,8,1,1.0,11.34,0
69,node_1_0,9,2,23.0,9.8,1
69,node_1_1,13,2,14.0,10.85,0
70,node_0_0,17,4,76.0,8.71,1
70,node_0_1,8,1,2.0,10.99,0
70,node_1_0,9,2,25.0,9.82,1
70,node_1_1,13,2,16.0,10.98,1
71,node_0_0,17,5,81.0,8.54,2
71,node_0_1,9,1,3.0,11.44,0
71,node_1_0,9,2,27.0,9.91,1
71,node_1_1,13,2,18.0,10.77,1
72,node_0_0,17,5,86.0,8.36,2
72,node_0_1,9,1,4.0,11.48,0
72,node_1_0,9,2,29.0,9.71,1
72,node_1_1,13,2,20.0,10.86,1
73,node_0_0,17,5,91.0,8.2,2
73,node_0_1,9,1,5.0,11.35,0
73,node_1_0,9,2,31.0,9.13,1
73,node_1_1,14,2,22.0,11.16,1
74,node_0_0,17,5,96.0,8.03,2
74,node_0_1,9,1,6.0,11.26,0
74,node_1_0,9,2,33.0,8.97,1
74,node_1_1,14,2,24.0,11.08,1
75,node_0_0,17,6,102.0,7.85,2
75,node_0_1,9,1,7.0,11.45,0
75,node_1_0,9,2,35.0,8.43,1
75,node_1_1,14,2,26.0,11.05,1
76,node_0_0,19,6,108.0,8.12,2
76,node_0_1,9,1,8.0,11.59,0
76,node_1_0,9,3,38.0,8.26,1
76,node_1_1,13,2,28.0,10.7,1
77,node_0_0,19,6,114.0,8.03,2
77,node_0_1,9,1,9.0,11.64,0
77,node_1_0,9,3,41.0,8.4,1
77,node_1_1,13,2,30.0,10.76,1
78,node_0_0,19,7,121.0,8.09,2
78,node_0_1,10,1,10.0,11.25,0
78,node_1_0,10,3,44.0,8.77,1
78,node_1_1,13,2,32.0,10.86,1
79,node_0_0,19,7,128.0,7.97,2
79,node_0_1,10,1,11.0,10.64,0
79,node_1_0,10,3,47.0,8.71,1
79,node_1_1,13,2,34.0,10.59,1
80,node_0_0,18,7,135.0,7.71,2
80,node_0_1,10,1,12.0,10.06,0
80,node_1_0,10,3,50.0,8.87,1
80,node_1_1,14,2,36.0,10.38,1
81,node_0_0,19,7,142.0,8.04,2
81,node_0_1,10,1,13.0,10.25,0
81,node_1_0,10,3,53.0,8.96,1
81,node_1_1,14,2,38.0,9.71,1
82,node_0_0,19,7,149.0,7.7,2
82,node_0_1,10,2,15.0,10.36,0
82,node_1_0,11,3,56.0,9.05,1
82,node_1_1,14,2,40.0,8.89,1
83,node_0_0,19,7,156.0,7.45,2
83,node_0_1,10,2,17.0,10.13,1
83,node_1_0,11,3,59.0,9.05,1
83,node_1_1,14,3,43.0,8.23,1
84,node_0_0,19,8,164.0,7.5,2
84,node_0_1,9,2,19.0,9.8,1
84,node_1_0,11,3,62.0,8.95,1
84,node_1_1,15,3,46.0,8.43,1
85,node_0_0,19,8,172.0,7.53,2
85,node_0_1,8,2,21.0,9.65,1
85,node_1_0,11,3,65.0,8.92,1
85,node_1_1,15,3,49.0,8.0,1
86,node_0_0,20,8,180.0,7.89,2
86,node_0_1,8,2,23.0,9.61,1
86,node_1_0,11,3,68.0,9.03,1
86,node_1_1,15,4,53.0,7.67,1
87,node_0_0,20,8,188.0,7.82,2
87,node_0_1,9,2,25.0,9.74,1
87,node_1_0,11,3,71.0,8.65,1
87,node_1_1,16,5,58.0,7.64,1
88,node_0_0,21,8,196.0,8.03,2
88,node_0_1,9,2,27.0,9.5,1
88,node_1_0,11,3,74.0,8.59,1
88,node_1_1,16,6,64.0,7.75,1
89,node_0_0,20,8,204.0,7.57,2
89,node_0_1,9,2,29.0,9.11,1
89,node_1_0,11,3,77.0,8.26,1
89,node_1_1,15,6,70.0,7.12,1
90,node_0_0,20,8,212.0,7.21,2
90,node_0_1,9,2,31.0,8.35,1
90,node_1_0,11,3,80.0,7.94,1
90,node_1_1,15,6,76.0,6.9,1
91,node_0_0,20,9,221.0,7.47,2
91,node_0_1,6,0,0.0,12.86,0
91,node_1_0,10,1,16.0,9.84,1
91,node_1_1,16,6,82.0,6.98,2
92,node_0_0,20,9,230.0,7.31,2
92,node_0_1,6,0,0.0,12.76,0
92,node_1_0,10,0,0.0,10.07,0
92,node_1_1,16,6,88.0,6.71,2
93,node_0_0,20,9,239.0,7.43,2
93,node_0_1,8,0,0.0,12.65,0
93,node_1_0,10,0,0.0,10.92,0
93,node_1_1,16,7,95.0,6.69,2
94,node_0_0,21,9,248.0,7.32,2
94,node_0_1,8,0,0.0,12.49,0
94,node_1_0,8,0,0.0,12.21,0
94,node_1_1,18,7,102.0,7.19,2
95,node_0_0,22,9,257.0,7.38,2
95,node_0_1,8,0,0.0,12.45,0
95,node_1_0,8,0,0.0,12.41,0
95,node_1_1,19,7,109.0,7.45,2
96,node_0_0,22,9,266.0,7.27,2
96,node_0_1,9,0,0.0,12.16,0
96,node_1_0,8,0,0.0,12.36,0
96,node_1_1,20,7,116.0,7.73,2
97,node_0_0,22,9,275.0,6.99,2
97,node_0_1,8,0,0.0,12.22,0
97,node_1_0,9,0,0.0,12.35,0
97,node_1_1,21,7,123.0,7.94,2
98,node_0_0,22,9,284.0,6.57,2
98,node_0_1,8,0,0.0,12.2,0
98,node_1_0,9,0,0.0,12.47,0
98,node_1_1,21,7,130.0,7.94,2
99,node_0_0,22,10,294.0,6.28,2
99,node_0_1,8,0,0.0,12.51,0
99,node_1_0,9,0,0.0,12.37,0
99,node_1_1,23,7,137.0,8.29,2
100,node_0_0,23,11,305.0,6.27,2
100,node_0_1,8,0,0.0,12.55,0
100,node_1_0,8,0,0.0,11.82,0
100,node_1_1,23,7,144.0,7.96,2
