step,intersection_id,vehicle_count,queue_length,waiting_time,average_speed,congestion_level
34,node_1_0,4,0,0.0,12.49,0
34,node_1_1,5,0,0.0,12.02,0
35,node_0_0,8,0,0.0,12.89,0
35,node_0_1,4,0,0.0,13.23,0
35,node_1_0,4,0,0.0,12.53,0
35,node_1_1,5,0,0.0,11.93,0
36,node_0_0,9,0,0.0,12.74,0
36,node_0_1,4,0,0.0,13.06,0
36,node_1_0,4,0,0.0,12.89,0
36,node_1_1,5,0,0.0,12.14,0
37,node_0_0,9,0,0.0,12.77,0
37,node_0_1,4,0,0.0,13.13,0
37,node_1_0,5,0,0.0,12.87,0
37,node_1_1,5,0,0.0,11.82,0
38,node_0_0,9,0,0.0,12.23,0
38,node_0_1,4,0,0.0,12.87,0
38,node_1_0,5,0,0.0,12.64,0
38,node_1_1,6,0,0.0,12.19,0
39,node_0_0,9,0,0.0,11.54,0
39,node_0_1,4,0,0.0,12.79,0
39,node_1_0,5,0,0.0,12.56,0
39,node_1_1,7,0,0.0,12.48,0
40,node_0_0,10,0,0.0,11.41,0
40,node_0_1,4,0,0.0,12.91,0
40,node_1_0,5,0,0.0,12.81,0
40,node_1_1,7,0,0.0,12.2,0
41,node_0_0,9,0,0.0,11.12,0
41,node_0_1,4,0,0.0,13.24,0
41,node_1_0,5,0,0.0,12.5,0
41,node_1_1,7,0,0.0,12.21,0
42,node_0_0,9,1,1.0,11.11,0
42,node_0_1,4,0,0.0,11.69,0
42,node_1_0,5,0,0.0,11.74,0
42,node_1_1,7,0,0.0,11.99,0
43,node_0_0,10,1,2.0,11.18,0
43,node_0_1,5,0,0.0,11.21,0
43,node_1_0,6,0,0.0,11.2,0
43,node_1_1,8,0,0.0,12.14,0
44,node_0_0,10,1,3.0,11.17,0
44,node_0_1,5,0,0.0,10.37,0
44,node_1_0,6,0,0.0,10.65,0
44,node_1_1,8,0,0.0,12.08,0
45,node_0_0,10,1,4.0,11.3,0
45,node_0_1,5,0,0.0,10.52,0
45,node_1_0,6,1,1.0,10.39,0
45,node_1_1,8,0,0.0,11.82,0
46,node_0_0,12,1,5.0,11.58,0
46,node_0_1,4,0,0.0,12.56,0
46,node_1_0,5,0,0.0,12.63,0
46,node_1_1,7,0,0.0,12.18,0
47,node_0_0,13,1,6.0,11.76,0
47,node_0_1,4,0,0.0,12.55,0
47,node_1_0,5,0,0.0,12.47,0
47,node_1_1,7,0,0.0,11.72,0
48,node_0_0,13,1,7.0,11.43,0
48,node_0_1,5,0,0.0,12.99,0
48,node_1_0,5,0,0.0,12.74,0
48,node_1_1,7,0,0.0,12.32,0
49,node_0_0,13,1,8.0,11.5,0
49,node_0_1,6,0,0.0,12.9,0
49,node_1_0,5,0,0.0,12.58,0
49,node_1_1,8,0,0.0,11.87,0
50,node_0_0,14,1,9.0,11.24,0
50,node_0_1,6,0,0.0,12.65,0
50,node_1_0,5,0,0.0,12.46,0
50,node_1_1,8,0,0.0,11.9,0
51,node_0_0,14,1,10.0,11.09,0
51,node_0_1,6,0,0.0,12.88,0
51,node_1_0,5,0,0.0,12.13,0
51,node_1_1,8,0,0.0,11.95,0
52,node_0_0,15,1,11.0,10.86,0
52,node_0_1,6,0,0.0,12.42,0
52,node_1_0,6,0,0.0,11.54,0
52,node_1_1,9,0,0.0,11.95,0
53,node_0_0,14,2,13.0,10.28,0
53,node_0_1,6,0,0.0,12.44,0
53,node_1_0,6,0,0.0,10.93,0
53,node_1_1,9,0,0.0,11.16,0
54,node_0_0,14,3,16.0,9.93,1
54,node_0_1,6,0,0.0,12.71,0
54,node_1_0,6,0,0.0,10.77,0
54,node_1_1,10,0,0.0,11.27,0
55,node_0_0,14,3,19.0,9.83,1
55,node_0_1,7,0,0.0,12.7,0
55,node_1_0,6,1,1.0,10.71,0
55,node_1_1,10,1,1.0,11.1,0
56,node_0_0,14,3,22.0,9.98,1
56,node_0_1,7,0,0.0,12.68,0
56,node_1_0,6,1,2.0,10.81,0
56,node_1_1,10,1,2.0,10.98,0
57,node_0_0,14,3,25.0,9.79,1
57,node_0_1,7,0,0.0,12.83,0
57,node_1_0,6,1,3.0,10.96,0
57,node_1_1,9,1,3.0,11.02,0
58,node_0_0,14,3,28.0,10.0,1
58,node_0_1,7,0,0.0,12.93,0
58,node_1_0,6,1,4.0,10.74,0
58,node_1_1,9,1,4.0,11.21,0
59,node_0_0,14,3,31.0,9.95,1
59,node_0_1,7,0,0.0,12.79,0
59,node_1_0,6,1,5.0,10.08,0
59,node_1_1,9,1,5.0,11.0,0
60,node_0_0,14,3,34.0,9.94,1
60,node_0_1,8,0,0.0,12.87,0
60,node_1_0,6,1,6.0,8.24,0
60,node_1_1,9,1,6.0,11.22,0
61,node_0_0,15,3,37.0,10.37,1
61,node_0_1,7,0,0.0,12.51,0
61,node_1_0,6,1,7.0,8.19,0
61,node_1_1,10,1,7.0,10.98,0
62,node_0_0,17,3,40.0,10.3,1
62,node_0_1,7,0,0.0,13.0,0
62,node_1_0,6,2,9.0,8.16,0
62,node_1_1,10,1,8.0,11.07,0
63,node_0_0,17,3,43.0,10.41,1
63,node_0_1,7,0,0.0,12.79,0
63,node_1_0,7,2,11.0,8.99,0
63,node_1_1,11,1,9.0,11.04,0
64,node_0_0,18,3,46.0,10.63,1
64,node_0_1,7,0,0.0,12.66,0
64,node_1_0,7,2,13.0,8.92,0
64,node_1_1,11,1,10.0,10.68,0
65,node_0_0,18,3,49.0,10.66,1
65,node_0_1,7,0,0.0,12.53,0
65,node_1_0,7,2,15.0,8.96,0
65,node_1_1,10,0,0.0,11.64,0
66,node_0_0,18,3,52.0,10.41,1
66,node_0_1,7,0,0.0,11.9,0
66,node_1_0,7,2,17.0,9.12,1
66,node_1_1,10,1,1.0,11.18,0
67,node_0_0,18,3,55.0,10.41,1
67,node_0_1,7,0,0.0,11.33,0
67,node_1_0,8,2,19.0,9.59,1
67,node_1_1,10,1,2.0,11.24,0
68,node_0_0,17,3,58.0,10.05,1
68,node_0_1,7,0,0.0,11.17,0
68,node_1_0,9,2,21.0,9.78,1
68,node_1_1,10,1,3.0,11.41,0
69,node_0_0,17,3,61.0,9.85,1
69,node_0_1,8,1,1.0,11.22,0
69,node_1_0,10,2,23.0,9.66,1
69,node_1_1,11,1,4.0,11.58,0
70,node_0_0,17,3,64.0,9.64,1
70,node_0_1,8,1,2.0,10.99,0
70,node_1_0,10,2,25.0,9.95,1
70,node_1_1,11,1,5.0,11.48,0
71,node_0_0,17,3,67.0,9.4,1
71,node_0_1,9,1,3.0,11.44,0
71,node_1_0,10,2,27.0,10.01,1
71,node_1_1,11,1,6.0,11.41,0
72,node_0_0,17,4,71.0,9.21,1
72,node_0_1,9,1,4.0,11.48,0
72,node_1_0,10,2,29.0,10.0,1
72,node_1_1,11,1,7.0,11.4,0
73,node_0_0,17,4,75.0,9.15,1
73,node_0_1,9,1,5.0,11.35,0
73,node_1_0,10,2,31.0,9.37,1
73,node_1_1,12,1,8.0,11.81,0
74,node_0_0,17,4,79.0,8.99,1
74,node_0_1,9,1,6.0,11.26,0
74,node_1_0,10,2,33.0,8.92,1
74,node_1_1,12,1,9.0,11.49,0
75,node_0_0,17,5,84.0,8.76,2
75,node_0_1,9,1,7.0,11.45,0
75,node_1_0,10,2,35.0,8.9,1
75,node_1_1,12,1,10.0,11.46,0
76,node_0_0,19,5,89.0,8.8,2
76,node_0_1,9,1,8.0,11.59,0
76,node_1_0,10,2,37.0,8.57,1
76,node_1_1,11,1,11.0,11.35,0
77,node_0_0,19,5,94.0,8.26,2
77,node_0_1,9,1,9.0,11.64,0
77,node_1_0,10,3,40.0,8.65,1
77,node_1_1,11,1,12.0,11.42,0
78,node_0_0,19,5,99.0,8.13,2
78,node_0_1,10,1,10.0,11.25,0
78,node_1_0,11,3,43.0,8.95,1
78,node_1_1,11,1,13.0,11.46,0
79,node_0_0,19,6,105.0,8.12,2
79,node_0_1,10,1,11.0,10.64,0
79,node_1_0,11,3,46.0,8.98,1
79,node_1_1,11,1,14.0,11.23,0
80,node_0_0,18,7,112.0,7.8,2
80,node_0_1,10,1,12.0,10.06,0
80,node_1_0,11,3,49.0,9.11,1
80,node_1_1,12,1,15.0,11.11,0
81,node_0_0,18,7,119.0,7.58,2
81,node_0_1,10,1,13.0,10.25,0
81,node_1_0,11,3,52.0,8.99,1
81,node_1_1,12,1,16.0,10.61,1
82,node_0_0,18,7,126.0,7.31,2
82,node_0_1,10,2,15.0,10.36,0
82,node_1_0,12,3,55.0,9.18,1
82,node_1_1,12,1,17.0,9.99,1
83,node_0_0,18,7,133.0,7.09,2
83,node_0_1,10,2,17.0,10.13,1
83,node_1_0,12,3,58.0,9.25,1
83,node_1_1,12,2,19.0,9.63,1
84,node_0_0,18,7,140.0,6.97,2
84,node_0_1,9,2,19.0,9.8,1
84,node_1_0,12,3,61.0,9.16,1
84,node_1_1,13,2,21.0,9.59,1
85,node_0_0,18,8,148.0,7.04,2
85,node_0_1,8,2,21.0,9.65,1
85,node_1_0,12,3,64.0,9.22,1
85,node_1_1,13,2,23.0,9.24,1
86,node_0_0,19,8,156.0,7.5,2
86,node_0_1,8,2,23.0,9.61,1
86,node_1_0,12,3,67.0,9.18,1
86,node_1_1,13,3,26.0,9.11,1
87,node_0_0,19,8,164.0,7.4,2
87,node_0_1,9,2,25.0,9.7,1
87,node_1_0,12,3,70.0,8.89,1
87,node_1_1,14,3,29.0,8.78,1
88,node_0_0,20,8,172.0,7.66,2
88,node_0_1,9,2,27.0,9.5,1
88,node_1_0,12,3,73.0,8.8,1
88,node_1_1,14,4,33.0,8.72,1
89,node_0_0,19,8,180.0,7.13,2
89,node_0_1,9,2,29.0,9.11,1
89,node_1_0,12,3,76.0,8.53,1
89,node_1_1,13,4,37.0,8.15,1
90,node_0_0,19,8,188.0,6.93,2
90,node_0_1,9,2,31.0,8.35,1
90,node_1_0,12,3,79.0,8.12,1
90,node_1_1,13,4,41.0,8.17,1
91,node_0_0,19,9,197.0,6.98,2
91,node_0_1,6,0,0.0,12.86,0
91,node_1_0,11,1,15.0,10.15,0
91,node_1_1,14,4,45.0,8.02,1
92,node_0_0,19,9,206.0,6.88,2
92,node_0_1,6,0,0.0,12.76,0
92,node_1_0,11,0,0.0,10.27,0
92,node_1_1,14,4,49.0,7.7,1
93,node_0_0,19,9,215.0,6.93,2
93,node_0_1,8,0,0.0,12.6,0
93,node_1_0,11,0,0.0,10.6,0
93,node_1_1,14,4,53.0,7.52,1
94,node_0_0,20,9,224.0,6.93,2
94,node_0_1,8,0,0.0,12.49,0
94,node_1_0,9,0,0.0,12.31,0
94,node_1_1,15,5,58.0,8.06,1
95,node_0_0,21,9,233.0,6.88,2
95,node_0_1,8,0,0.0,12.45,0
95,node_1_0,9,0,0.0,12.16,0
95,node_1_1,17,5,63.0,8.29,1
96,node_0_0,21,9,242.0,6.97,2
96,node_0_1,9,0,0.0,12.16,0
96,node_1_0,9,0,0.0,12.19,0
96,node_1_1,17,5,68.0,8.48,1
97,node_0_0,21,9,251.0,6.56,2
97,node_0_1,8,0,0.0,12.22,0
97,node_1_0,10,0,0.0,12.47,0
97,node_1_1,19,5,73.0,8.78,1
98,node_0_0,21,10,261.0,6.23,2
98,node_0_1,8,0,0.0,12.2,0
98,node_1_0,10,0,0.0,12.27,0
98,node_1_1,19,5,78.0,8.73,1
99,node_0_0,21,10,271.0,5.76,2
99,node_0_1,8,0,0.0,12.51,0
99,node_1_0,10,0,0.0,12.33,0
99,node_1_1,21,5,83.0,9.03,2
100,node_0_0,22,10,281.0,5.88,2
100,node_0_1,8,0,0.0,12.55,0
100,node_1_0,10,0,0.0,11.66,0
100,node_1_1,21,5,88.0,8.73,2
